Scheme Name,Center/State Name,Scheme Details,Website Link,Phone,Email,Commodity Name,Responsible Ministry/Department,Implementing Office/Agency,Office Address (HQ),Address Source/Notes
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Cauliflower. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Cauliflower,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Broccoli. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Broccoli,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Radish. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Radish,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Carrot. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Carrot,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Onion. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Onion,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Garlic. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Garlic,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: French Bean. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,French Bean,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Cluster Bean. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Cluster Bean,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
Mission for Integrated Development of Horticulture (MIDH) - Vegetables,Central Government,"Holistic growth of horticulture sector. Provides up to 50% subsidy for protected cultivation, shade nets, and high-yielding vegetable seeds. Coverage/commodity focus: Okra. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Okra,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Mango. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Mango,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Banana. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Banana,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Papaya. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Papaya,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Guava. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Guava,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Pineapple. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Pineapple,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Lemon. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Lemon,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Orange. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Orange,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Apple. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Apple,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Strawberry. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Strawberry,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Grapes. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Grapes,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
MIDH - Fruits & Tubers,Central Government,"Supports orchard establishment, rejuvenation of old canopies, and cold storage for fruits and tubers. Coverage/commodity focus: Pomegranate. Responsible authority: Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW). Implementing office/agency: Horticulture Division (DA&FW) + State Horticulture Missions. Office address (HQ): Krishi Bhawan, New Delhi-110001. Typical support may include one or more of the following (scheme-specific): direct benefit transfer (DBT), input subsidy/assistance, seed/planting material support, infrastructure support (micro-irrigation/protected cultivation/storage), demonstrations/training, price support/market linkage, or risk coverage (insurance). How to apply (general): apply via the scheme/state portal (website link) or through nearest Agriculture/Horticulture office, CSC/e-Mitra/Seva Kendra, or notified bank/insurance channel (for insurance schemes). Common documents (general): Aadhaar, land record/tenant proof (if required), bank account details (IFSC), mobile number; for crop insurance: sowing/acreage details and crop/season information as notified. Helpline/phone: 011-23388756. Email: midh-hq@gov.in. Official webpage: https://midh.gov.in/.",https://midh.gov.in/,011-23388756,midh-hq@gov.in,Pomegranate,Ministry of Agriculture & Farmers Welfare (MoA&FW); Department of Agriculture & Farmers Welfare (DA&FW),Horticulture Division (DA&FW) + State Horticulture Missions,"Krishi Bhawan, New Delhi-110001","PM-KISAN contact page + iGOD DA&FW directory (Krishi Bhawan, New Delhi)"
